nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0003055	Sherard Jayasuriya	1966	\N	assistant_director,art_department,actor	tt0112495,tt0120804,tt0114846,tt11559608
nm0003056	Stacey Kalkowski	\N	\N	assistant_director,miscellaneous	tt0119153,tt1083456,tt0167145,tt0197072
nm0003057	Keith Putnam	1978	\N	camera_department,editor,cinematographer	tt1615147,tt1800741,tt3501074,tt6692994
nm0003058	Elizabeth Shelton	\N	\N	costume_department,costume_designer	tt0349710,tt0480249,tt0368891,tt4154756
nm0003059	Joe Zimmerman	1963	\N	miscellaneous,actor,stunts	tt0107290,tt0109254,tt0800038,tt0211323
nm0003060	Mason Alan Dinehart	1936	\N	actor	tt0230702,tt0051740,tt0050229,tt0047750
nm0003061	Alan Dinehart	1918	1992	actor,miscellaneous,producer	tt0042070,tt0076983,tt0057730,tt0045400
nm0003062	Alan Dinehart	1889	1944	actor,director,producer	tt0026920,tt0025330,tt0024631,tt0027387
nm0003063	David Tarleton	1971	\N	producer,director,editor	tt13524686,tt2906890,tt10408972,tt12251036
nm0003064	Lew Brown	1925	2014	actor	tt0065112,tt0065377,tt0058796,tt0052520
nm0003065	Steven T Puri	\N	\N	visual_effects,miscellaneous,producer	tt0116629,tt0120685,tt0114369,tt0106697
nm0003066	Gregg Vance	\N	\N	actor,producer,director	tt0112112,tt5866856,tt5363178,tt1260911
nm0003067	Sebastian Roché	1964	\N	actor,writer	tt3655448,tt1740299,tt0365907,tt8106534
nm0003068	Ron Rapiel	\N	\N	assistant_director,producer,miscellaneous	tt13659418,tt1759761,tt1856010,tt2788432
nm0003069	James DuMont	1965	\N	actor,producer	tt1860357,tt0111257,tt0257076,tt0369610
nm0003070	Michael R. Joyce	\N	\N	producer,production_manager,assistant_director	tt0110678,tt0105217,tt0314979,tt0089370
nm0003071	John Michael Weatherly	1980	\N	actor	tt0210945,tt2647544,tt4781612,tt0968264
nm0003072	Byron A. Martin	1963	\N	producer,production_manager,location_management	tt0120903,tt0296572,tt1220634,tt0418819
nm0003073	Arno	1949	\N	soundtrack,composer,actor	tt0214520,tt3456414,tt0812243,tt0953318
nm0003074	Brian McNulty	\N	\N	producer,production_manager,miscellaneous	tt0107206,tt0177971,tt0118571,tt0114069
nm0003075	Casey Brown	1956	\N	producer,miscellaneous,actress	tt1458175,tt0087781,tt0185014,tt1648208
nm0003076	Peter Weyrauch	\N	\N	camera_department,cinematographer,producer	tt0113659,tt0303758,tt0219531,tt0181447
nm0003077	Jess Bowers	\N	\N	music_department,editor	tt0192551,tt0400801,tt0419326
nm0003078	Roger Cross	1969	\N	actor	tt8593252,tt4159076,tt1954347,tt0951216
nm0003079	Laura J. DeRosa	\N	\N	art_department,miscellaneous	tt0284490,tt0242423,tt0181852,tt0166924
nm0003080	Rachel Talalay	1958	\N	director,producer,miscellaneous	tt0436992,tt0101917,tt0114614,tt1475582
nm0003081	Doug Metzger	\N	\N	assistant_director,producer,stunts	tt0185014,tt0099348,tt5516154,tt0317740
nm0003082	Bailey Chase	1972	\N	actor	tt0830900,tt2975590,tt5345490,tt1836037
nm0003083	Richard Potter	\N	\N	producer,writer,production_manager	tt0114194,tt0117571,tt0119675,tt0120082
nm0003084	Gregor Narholz	1971	\N	soundtrack,composer,music_department	tt0345950,tt0780607,tt0221465,tt0362225
nm0003085	Alan Roberts	\N	2016	editor,producer,director	tt0108045,tt0147479,tt0226429,tt4746512
nm0003086	Kristen Couchot	\N	\N	costume_designer,costume_department,actress	tt0203536,tt0309986,tt0219756,tt0180093
nm0003087	Simon Downes	\N	\N	assistant_director,miscellaneous,animation_department	tt1211837,tt4154796,tt2527336,tt3480822
nm0003088	Chris Noonan	1952	\N	writer,director,producer	tt0482546,tt0081559,tt0112431,tt0140770
nm0003089	Carlos Ebert	1946	\N	cinematographer,camera_department,director	tt2915780,tt0409586,tt0145433,tt2289528
nm0003090	Graham Shirley	\N	\N	miscellaneous,director,producer	tt0219639,tt0219981,tt0220101,tt0219867
nm0003091	Molly Allen	\N	\N	location_management,producer,production_manager	tt0427309,tt0371746,tt2883512,tt0259711
nm0003092	Michael Gaspar	\N	\N	special_effects,stunts,miscellaneous	tt7638348,tt12361974,tt0478970,tt5034838
nm0003093	Stuart McDonald	1970	\N	sound_department,composer	tt1628033,tt1884390,tt0257548,tt1342404
nm0003094	Martin Faltýn	1957	\N	actor,assistant_director,director	tt0104643,tt0150550,tt0498353,tt0086163
nm0003095	Michael Yaroshevsky	1969	\N	director,cinematographer,producer	tt4073502,tt0330765,tt6969764,tt3258546
nm0003096	Jennifer Harris	1992	\N	actress	tt0377263,tt0220114,tt0211423
nm0003097	Jonathan Price	\N	\N	composer,music_department,soundtrack	tt0146336,tt0448011,tt0313542,tt0298814
nm0003098	Susanne Schiebler	1979	\N	editor,visual_effects,editorial_department	tt0428441,tt3543084,tt0119849,tt0297325
nm0003099	Jan Richter-Friis	\N	\N	cinematographer,camera_department,miscellaneous	tt1074206,tt0112453,tt2647544,tt1851040
nm0003100	Guy Bodart	\N	\N	director,producer,writer	tt0219641,tt0220139,tt3228450,tt0206555
nm0003101	Tom Brown	1962	\N	production_designer,art_director,art_department	tt0120815,tt1160419,tt1634106,tt1340800
nm0003102	Job ter Burg	1972	\N	editor,editorial_department,actor	tt3716530,tt1895315,tt1833116,tt0389557
nm0003103	Nicolas Debot	1973	\N	director,actor,producer	tt5865370,tt3708326,tt15290430,tt5721636
nm0003104	Fabian	1943	\N	actor,soundtrack,producer	tt0061014,tt0056197,tt0062365,tt0061075
nm0003105	Richard Gironi	1976	\N	assistant_director,miscellaneous,actor	tt0134033,tt0190374,tt0283027,tt0221928
nm0003106	Lin MacDonald	\N	\N	set_decorator,art_department	tt1964418,tt1104001,tt0298814,tt0343818
nm0003107	Bethan Mowat	\N	\N	assistant_director,executive	tt1877832,tt1411250,tt0945513,tt0366627
nm0003108	B. Scott O'Malley	1970	\N	script_department,writer,director	tt0107216,tt1033468,tt0118739
nm0003109	Edward Peghin	1966	\N	producer,director,writer	tt0220047,tt0406402,tt1516595,tt0118956
nm0003110	Cesar Romero	1907	1994	actor,soundtrack	tt0057007,tt0054135,tt0031580,tt0060153
nm0003111	Isabelle Stamper	1969	\N	set_decorator,art_department,art_director	tt0143261,tt0163608,tt0246498,tt0315323
nm0003112	Roy Unger	\N	\N	camera_department,cinematographer,assistant_director	tt0114558,tt0164181,tt0259711,tt0120338
nm0003113	Derth Adams	\N	\N	camera_department,cinematographer	tt0437741,tt2930446,tt13117230,tt1697792
nm0003114	Emmy Smith	\N	\N	actress,producer	tt0113097,tt0332286,tt0401448,tt0272950
nm0003115	Christine Lakin	1979	\N	actress,miscellaneous,director	tt0101205,tt0182576,tt2712740,tt6546758
nm0003116	Anthony C. Ferrante	\N	\N	director,writer,producer	tt14292086,tt5997358,tt2724064,tt0385560
nm0003117	Ken Wheat	1950	\N	writer,producer,director	tt1411250,tt0296572,tt0096769,tt0134847
nm0003118	Riccardo Bertoni	1933	2003	casting_department,actor,casting_director	tt0120685,tt0246894,tt0250797,tt0112864
nm0003119	Steve Cubine	\N	\N	producer,production_manager,casting_department	tt0407095,tt0204640,tt1473397,tt3261668
nm0003120	Jayson Clute	\N	\N	camera_department	tt0120338,tt0398712,tt0120903,tt0144117
nm0003121	David Quinn	\N	\N	producer,actor	tt0091472,tt0261024,tt1159721,tt0190169
nm0003122	Doyle Smith	\N	\N	camera_department,cinematographer,miscellaneous	tt0114114,tt0167194,tt0107819,tt0104485
nm0003123	Dolores del Rio	1904	1983	actress,soundtrack	tt0036577,tt0022689,tt0019489,tt0024025
nm0003124	Pedro de Cordoba	1881	1950	actor	tt0035279,tt0013750,tt0029284,tt0032245
nm0003125	Katrina Elder	1972	\N	miscellaneous,script_department,actress	tt1745960,tt7653254,tt9783600,tt10838180
nm0003126	Dan Appel	\N	\N	producer,director,art_department	tt5759314,tt12059644,tt2375230,tt7435402
nm0003127	Ken Pisani	1964	\N	producer,writer,director	tt3377500,tt1552113,tt4789496,tt3973866
nm0003128	David Jablin	\N	\N	producer,director,writer	tt0107896,tt0380923,tt0087979,tt0186336
nm0003129	John J. Condne III	\N	\N	producer,actor,editorial_department	tt1577103,tt1285260,tt1377603,tt0270349
nm0003130	Bernie Abramson	1923	2010	camera_department,cinematographer,miscellaneous	tt0337626,tt0094138,tt0366711,tt0071053
nm0003131	Jon Kroll	\N	\N	producer,writer,director	tt0285335,tt5546352,tt0420361,tt9165706
nm0003132	Andre Morgan	\N	\N	producer,actor,miscellaneous	tt0082136,tt0913968,tt0077594
nm0003133	Jean-Christophe Bouvet	1947	\N	actor,writer,assistant_director	tt0295721,tt0183869,tt0422720,tt0804540
nm0003134	Gregory Poppen	1963	\N	writer,producer,director	tt6045844,tt2232446,tt6316786,tt6360492
nm0003135	Victoria Barkoff	\N	\N	actress	tt0120500,tt0120613,tt0190884,tt0425210
nm0003136	Matthew Williams	\N	\N	cinematographer,camera_department,assistant_director	tt1235836,tt5195114,tt1160313,tt8510382
nm0003137	Daniel J. Lester	\N	\N	costume_department,costume_designer	tt1413492,tt0120177,tt0298814,tt1790885
nm0003138	Nicholas Josef von Sternberg	1951	\N	cinematographer,camera_department	tt0117716,tt0077409,tt0109545,tt0087523
nm0003139	Ingo Frenzel	1966	\N	composer,music_department,soundtrack	tt2101473,tt1817209,tt6847874,tt0806910
nm0003140	David Klein	1972	\N	cinematographer,camera_department,actor	tt0118842,tt0109445,tt0873886,tt1385867
nm0003141	Alan Bennett	1934	\N	actor,writer,producer	tt0093776,tt3722070,tt0464049,tt0110428
nm0003142	Peter Menne	1960	\N	production_designer,art_department,art_director	tt0342272,tt0424992,tt1234554,tt0256761
nm0003143	Laura Rosow	\N	\N	editor,editorial_department,actress	tt0292824,tt0115270,tt0102453,tt0383572
nm0003144	Walter Coblenz	\N	\N	miscellaneous,production_manager,producer	tt0082648,tt0069806,tt0074119,tt0119695
nm0003145	Paul Barry	\N	\N	assistant_director,producer,writer	tt6806448,tt6628394,tt5463162,tt7888964
nm0003146	Adam Bernardi	1957	\N	editor,editorial_department,producer	tt0093748,tt0104694,tt0093936,tt0091042
nm0003147	Andrew Deskin	\N	\N	production_designer,art_department,art_director	tt0468965,tt0116337,tt0087553,tt0109823
nm0003148	Amy E. Duddleston	1965	\N	editor,editorial_department,transportation_department	tt0102494,tt0298408,tt10155688,tt7456722
nm0003149	Scott Andrew Hutchins	1976	\N	director,actor,writer	tt0145421,tt0194829,tt0166600,tt0365591
nm0003150	Michael Katleman	1960	\N	producer,director,assistant_director	tt0787490,tt1267295,tt0772193,tt2402207
nm0003151	Melissa Kent	\N	\N	editor,editorial_department,director	tt9664078,tt1655441,tt0800325,tt0159097
nm0003152	Sean McGinly	\N	\N	writer,director,producer	tt0460810,tt0120224,tt0188256,tt7212992
nm0003153	Randy Moore	\N	\N	art_director,art_department,actor	tt0421715,tt0848228,tt0094761,tt1046173
nm0003154	Juan Carlos Negrete	\N	\N	editor,cinematographer	tt0204621,tt1341720,tt0196480,tt0170608
nm0003155	J. Robinson Wheeler	1970	\N	sound_department,art_department,camera_department	tt0220605,tt0159232,tt0159461,tt3602746
nm0003156	C.J. Young	\N	\N	cinematographer,director,writer	tt0191782,tt0220771,tt0220321
nm0003157	E Kurt Zimmerman	1977	\N	director,writer,producer	tt0216581,tt0212962,tt0213095,tt0216227
nm0003158	Joseph Tartaglia	1968	\N	director,actor,writer	tt0158130,tt1338629
nm0003159	Luciano Fineschi	1925	2006	actor,composer,music_department	tt0153511,tt0138609,tt0153615,tt0146268
nm0003160	Christopher McQuarrie	1968	\N	writer,producer,director	tt2381249,tt0114814,tt1631867,tt4912910
nm0003161	Sara Barrett	1973	\N	actress,producer,soundtrack	tt0169299,tt0094574,tt0219477,tt0413573
nm0003162	Marc Summers	1951	\N	producer,actor,writer	tt5649144,tt0965985,tt4566242,tt1735572
nm0003163	Tucker Gates	\N	\N	director,producer,miscellaneous	tt0285333,tt1796960,tt1137462,tt1075747
nm0003164	John Brownlow	\N	\N	writer,producer,director	tt1272881,tt14484760,tt0185055,tt0487947
nm0003165	Corrado Farina	1939	2016	director,writer,actor	tt2645660,tt0067178,tt0069753,tt6539904
nm0003166	Kevin Williams	\N	\N	director,writer,producer	tt8316840,tt8316992,tt0172182,tt6015410
nm0003167	Jace Alexander	1964	\N	director,producer,actor	tt0112697,tt0095082,tt0092493,tt1132290
nm0003168	Jay Fortune	1955	\N	camera_department	tt1483013,tt1291150,tt1234721,tt0137494
nm0003169	Jordan Foster	1964	\N	actor	tt0204582,tt0057731,tt0112628,tt0123238
nm0003170	Georg Haentzschel	1907	1992	composer,music_department,actor	tt0033345,tt0052244,tt0312475,tt0028973
nm0003171	Peter Wunstorf	1959	\N	cinematographer,camera_department,director	tt0388795,tt1637727,tt3606888
nm0003172	Arron Wayne Cull	\N	\N	actor	tt0907831,tt1822469,tt0088580,tt0094511
nm0003173	Jonathan Block	\N	\N	visual_effects,animation_department,miscellaneous	tt2103281,tt0343818,tt0319262,tt0407304
nm0003174	Darren Brisker	\N	\N	sound_department	tt1196141,tt2023453,tt1259571,tt0165929
nm0003175	Bob Greene	\N	\N	camera_department	tt0079817,tt0499603,tt0164212,tt0117496
nm0003176	Michel Parry	1947	2014	writer,director,assistant_director	tt2315368,tt0094512,tt0086610,tt0076853
nm0003177	Maxime Laboy	1963	\N	editorial_department,sound_department	tt0113872,tt0202835,tt0221017,tt0221599
nm0003178	Andy Picheta	\N	\N	producer,location_management,production_manager	tt6928052,tt0066684,tt0308213,tt0173714
nm0003179	Jon Kull	\N	\N	music_department,soundtrack,composer	tt0499549,tt0343818,tt3850590,tt3183660
nm0003180	David S. Cass Sr.	1942	2020	actor,stunts,director	tt2078672,tt0084827,tt0096244,tt2195666
nm0003181	Thomas G. Philpott	\N	\N	producer,editorial_department,miscellaneous	tt0138581,tt0158671,tt0221297,tt0338159
nm0003182	Athena Massey	1967	\N	actress,producer	tt0117218,tt0295203,tt0252338,tt0112762
nm0003183	Richard Sharkey	\N	\N	producer,location_management,production_manager	tt2189461,tt0472027,tt5743796,tt0167260
nm0003184	Pat Sito	\N	\N	animation_department,art_department,visual_effects	tt0831387,tt0138749,tt0441773,tt2015381
nm0003185	Eric Kaye	1970	\N	composer,music_department,actor	tt2065898,tt0150142,tt4405736,tt3743384
nm0003186	Jordan Alan	1967	\N	director,writer,producer	tt0105562,tt0468534,tt0183113,tt1731702
nm0003187	Ryan Chan	\N	\N	editorial_department,editor,producer	tt3289724,tt1907668,tt0805647,tt0338348
nm0003188	Natasha Gjurokovic	\N	\N	editor,editorial_department	tt6503244,tt4145054,tt12887536,tt7861612
nm0003189	Morgan Lewington	\N	\N	assistant_director,transportation_department,miscellaneous	tt0182587,tt0428390,tt0247419,tt0419843
nm0003190	Mark Neale	\N	\N	editorial_department,editor,visual_effects	tt1905041,tt4532826,tt5719748,tt1440292
nm0003191	Danny Rafic	\N	\N	editor,editorial_department,visual_effects	tt3014866,tt0848228,tt1046173,tt1843866
nm0003192	Sandy Struth	\N	\N	set_decorator	tt0120784,tt1870479,tt0118749,tt0162065
nm0003193	Harry Davenport	1866	1949	actor,director,soundtrack	tt0031455,tt0031381,tt0032484,tt0030993
nm0003194	Bridgett Baron	\N	\N	miscellaneous,actress,transportation_department	tt0120768,tt0493464,tt0324554,tt0091042
nm0003195	John Rogers	\N	\N	production_manager,editor,actor	tt0119778,tt0118799,tt0117609,tt0058182
nm0003196	Ueli Christen	1962	\N	editor,sound_department,assistant_director	tt5760392,tt3522806,tt1063669,tt1692504
nm0003197	Chris Gilmer	\N	\N	miscellaneous,assistant_director,producer	tt0110074,tt0112818,tt0176269,tt0109686
nm0003198	Jerome Bixby	1923	1998	writer,art_department,composer	tt0756683,tt0060028,tt0060397,tt0086491
nm0003199	Leon Fromkess	1901	1977	producer,production_manager,miscellaneous	tt0051249,tt0034538,tt0036879,tt0037638
nm0003200	Andrea King	\N	\N	writer,miscellaneous,producer	tt0983194,tt6215212,tt0897394,tt1400516
nm0003201	Tim Sullivan	1958	\N	director,writer,miscellaneous	tt0424095,tt0113448,tt0892318,tt10101702
nm0003202	David G. Russell	1968	\N	music_department,composer,actor	tt2381111,tt0413300,tt0458290,tt12708542
nm0003203	Mel Welles	1924	2005	actor,director,producer	tt0054033,tt0262177,tt0067321,tt0077778
nm0003204	Ernst Ritter von Theumer	1926	\N	producer,director,writer	tt0069784,tt0087523,tt0091193,tt0256444
nm0003205	Steve Gainer	1962	\N	cinematographer,camera_department,director	tt7879820,tt0246578,tt0242193,tt0370986
nm0003206	Clay Westervelt	1973	\N	cinematographer,producer,camera_department	tt5178264,tt2898306,tt1453253,tt2276000
nm0003207	Greg C. Jensen Sr.	1945	\N	special_effects,art_department	tt0107050,tt0277296,tt0083929,tt0111257
nm0003208	Alessandro Jacchia	\N	\N	producer,writer,actor	tt1379579,tt1245689,tt1666143,tt0178132
nm0003209	Martin Kunert	1974	\N	producer,writer,director	tt0115813,tt0221741,tt0275130,tt0126253
nm0003210	C. Ernst Harth	1970	\N	actor,producer,soundtrack	tt10752004,tt14394620,tt0379725,tt0245674
nm0003211	Joe Hackett	1969	\N	actor,editorial_department,editor	tt0120324,tt0115674,tt5941692,tt0156146
nm0003212	Mary Soan	\N	\N	assistant_director,production_manager,miscellaneous	tt0243155,tt0213149,tt0486655,tt0363771
nm0003213	Stephen Lighthill	\N	\N	cinematographer,camera_department,editor	tt0066434,tt0104531,tt0092475,tt0092099
nm0003214	Matthew Wood	1972	\N	sound_department,actor,editorial_department	tt0121766,tt2527336,tt3748528,tt1650062
nm0003215	Warren Yeager	\N	\N	camera_department,cinematographer,director	tt3118452,tt3528906,tt0189998,tt3563892
nm0003216	Oana Bogdan Miller	1968	\N	art_director,art_department,production_designer	tt0343818,tt0402901,tt1386703,tt0116629
nm0003217	Angelina P. Cameron	1966	2006	make_up_department	tt0343818,tt0120657,tt0216216,tt0298814
nm0003218	Alain Robillard	1962	\N	writer,director,script_department	tt0108835,tt4324330,tt0381551,tt0759057
nm0003219	Richard Fife	1966	\N	miscellaneous	tt0164179,tt0164127,tt0257229,tt0395268
nm0003220	David Balfour	\N	\N	art_department,miscellaneous	tt0096446,tt1677720,tt3640424,tt0120738
nm0003221	Georg Söring	1970	\N	editor,director,editorial_department	tt0223613,tt0224051,tt0496325,tt0222490
nm0003222	Cheryl Anderson	\N	\N	actress,miscellaneous	tt0098536,tt0814335,tt0086730,tt0087429
nm0003223	Cheryl Anderson	\N	\N	actress	tt0055489,tt0053534
nm0003224	Stanley Andrews	1891	1969	actor	tt0044091,tt0039776,tt0026321,tt0032281
nm0003225	Ed Begley	1901	1970	actor	tt0050083,tt0061747,tt0056541,tt0049601
nm0003226	Kenji Mizoguchi	1898	1956	director,writer,assistant_director	tt0046478,tt0046851,tt0047445,tt0045112
nm0003227	Vicente Sempere	\N	\N	production_manager,producer,actor	tt0038725,tt0065570,tt0042361,tt0059698
nm0003228	Kelli-Michelle Evans	\N	\N	miscellaneous,location_management	tt0227005,tt0141907,tt0158622,tt0122151
nm0003229	Roger Cardinal	\N	2017	director,writer,miscellaneous	tt0396514,tt0244500,tt0204143,tt0097818
nm0003230	Edward R. Abroms	\N	\N	editor,editorial_department,producer	tt6394324,tt3186162,tt0475355,tt1567432
nm0003231	Larry Bock	\N	\N	editor,editorial_department,actor	tt0204946,tt0096928,tt0089880,tt0090887
nm0003232	Michael S. Bolton	\N	\N	production_designer,art_director,actor	tt0449089,tt0239948,tt0375210,tt0165929
nm0003233	Jaymes Hinkle	1953	\N	production_designer,art_department,art_director	tt0093409,tt0090305,tt0095016,tt0120458
nm0003234	Wendi Lampassi	1966	\N	assistant_director,producer,production_manager	tt0456554,tt0155776,tt0329774,tt0251736
nm0003235	Julian Keith Loren	1969	\N	director	tt0221400
nm0003236	Peter Rogness	\N	\N	art_director,art_department,production_designer	tt0445922,tt2446980,tt0264464,tt0297884
nm0003237	Kate Sanford	\N	\N	editor,editorial_department,sound_department	tt1279972,tt0979432,tt5788792,tt0306414
nm0003238	Amy Beth Silver	\N	\N	production_designer,set_decorator,art_department	tt5592248,tt0171804,tt9606374,tt0120879
